,social_beta,governance_beta,environment_beta
marine,0.7077777777777772,0.9761111111111109,1.7538888888888882
reviewed,,,
carryforwards,-0.5768421052631579,0.2931578947368419,9.219473684210527
labor,,,
study,,,
cpchem,0.2996078431372549,0.7900000000000004,4.037058823529413
expressed,,,
written,,,
sour,-0.9822222222222221,-0.9481818181818178,3.4518181818181817
shell,,,
appreciation,3.065263157894735,-0.18052631578947387,-0.11736842105263139
interruption,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
participate,,,
goal,,,
trial,-2.3088888888888888,-1.6572222222222215,-0.04055555555555565
core,,,
discharge,-2.492631578947368,-1.812105263157893,3.7142105263157883
reorganization,,,
commenced,,,
llp,,,
replacement,,,
estimating,,,
dcp,-1.426666666666666,-1.886,0.5940000000000003
asbestos,-0.3706666666666669,-0.4886666666666664,-0.3393333333333326
extend,,,
contentspioneer,-0.1389473684210524,1.9173684210526336,-0.9668421052631586
lead,,,
individually,,,
participation,,,
achieve,,,
composite,1.83375,-0.042499999999999996,-0.47999999999999987
chairman,,,
engaged,-0.5768421052631579,0.2931578947368419,9.219473684210527
vest,,,
ensure,,,
brent,-0.5413333333333336,1.7580000000000002,3.4806666666666675
authorization,,,
recover,,,
alleging,-2.492631578947368,-1.812105263157893,3.7142105263157883
remains,,,
alberta,3.0886274509803915,0.9472549019607844,0.3315686274509804
enacted,,,
handling,1.0021052631578944,-0.8015789473684208,0.4826315789473688
regional,,,
necessarily,,,
exception,,,
breach,,,
russia,0.43687499999999996,0.3106250000000002,-1.4706249999999998
guinea,0.12375000000000005,1.74625,-1.1475000000000002
pennsylvania,-0.23111111111111138,-0.8572222222222222,5.37611111111111
appraisal,2.185555555555556,3.909444444444444,8.115
wyoming,3.065263157894735,-0.18052631578947387,-0.11736842105263139
eastern,,,
unconsolidated,0.9670588235294121,-1.6331372549019618,-1.5194117647058816
lukoil,0.587368421052632,0.23315789473684242,3.0436842105263184
employer,,,
even,,,
backlog,0.5859340659340657,0.40450549450549467,-3.07901098901099
monetary,,,
prevent,,,
rocky,2.0586666666666664,0.4566666666666664,0.9846666666666669
framework,,,
oilwell,1.28,0.4370588235294115,-8.060980392156864
varco,1.6199999999999999,0.8016666666666663,-6.826111111111112
function,,,
doj,0.12282828282828259,-0.04717171717171724,-1.9683838383838381
hand,,,
macondo,0.4666666666666666,1.204666666666667,-4.3260000000000005
carbon,,,
removal,,,
cercla,-1.5226666666666675,-1.844666666666667,-0.38599999999999945
rental,,,
unobservable,,,
deliver,,,
mtbe,-2.0298989898989896,-1.1548484848484846,0.5118181818181817
positive,,,
around,,,
usd,,,
threshold,,,
imposed,,,
represented,,,
focused,,,
estimation,2.5284210526315785,1.6510526315789467,-0.05421052631579065
covering,,,
manner,,,
medical,,,
affiliated,,,
chase,-1.0255555555555558,-0.557222222222222,4.381666666666667
association,,,
allows,,,
vested,,,
often,,,
identical,,,
lifo,-0.9966666666666668,-1.1066666666666665,0.9058333333333335
relatively,,,
enlink,-1.1633333333333329,-1.565,-1.498333333333334
mro,1.8699999999999999,1.9127777777777764,2.3127777777777774
developing,,,
pacific,0.013333333333333109,-0.0766666666666666,-0.7193333333333333
generation,,,
spot,,,
subsequently,,,
scope,,,
voting,,,
benchmark,,,
oxy,-0.8911111111111114,-1.9372222222222217,-1.9927777777777773
contribute,,,
versus,,,
standardized,0.8431250000000003,1.129375,4.310624999999999
statistic,0.7905882352941178,0.17078431372549002,6.633529411764707
oversight,,,
employment,1.2547368421052627,1.5142105263157883,-3.348947368421051
injury,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
sensitivity,-3.353333333333333,-1.9905555555555547,-4.551666666666666
san,,,
bay,-2.492631578947368,-1.812105263157893,3.7142105263157883
island,-1.9699999999999993,-0.47944444444444395,-5.834999999999998
patent,0.5304166666666663,0.8954166666666665,1.4974999999999996
mineral,-0.5768421052631579,0.2931578947368419,9.219473684210527
add,,,
chapter,1.2547368421052627,1.5142105263157883,-3.348947368421051
eps,1.305416666666667,-0.27541666666666703,0.8329166666666661
form,,,
mbpd,-0.8025000000000003,0.7393750000000002,3.423749999999999
beneficial,,,
listed,,,
important,,,
inflation,,,
sensitive,3.065263157894735,-0.18052631578947387,-0.11736842105263139
supplier,,,
investees,-0.7209523809523815,-1.480714285714286,0.8716666666666669
contracted,2.5284210526315785,1.6510526315789467,-0.05421052631579065
awarded,,,
dakota,-1.1386666666666667,-1.4206666666666665,2.779333333333334
ordinary,,,
rather,,,
angola,0.9919999999999997,0.969,-1.7850000000000001
zone,,,
resolved,,,
resolve,,,
age,,,
qualify,,,
exists,,,
settle,,,
attorney,,,
secured,,,
overview,0.1389473684210521,-1.9173684210526312,0.9668421052631573
guarantor,3.065263157894735,-0.18052631578947387,-0.11736842105263139
indonesia,1.0298989898989896,2.0396969696969696,-0.4471717171717178
customary,,,
network,,,
reducing,,,
boepd,-0.14625000000000007,1.089375,3.38
henry,0.48078431372548985,0.5041176470588239,0.1158823529411773
consequence,,,
earlier,,,
border,-4.987368421052625,-2.422631578947365,-7.706842105263149
circuit,-1.6200000000000003,-0.801666666666666,6.826111111111111
epb,-3.3494736842105266,-3.4299999999999997,-7.91421052631579
chevrontexaco,-0.3671428571428573,0.18785714285714292,2.895000000000001
released,,,
becomes,,,
formerly,-2.492631578947368,-1.812105263157893,3.7142105263157883
prepaid,,,
personal,,,
mboed,1.5381249999999995,0.9299999999999997,5.661250000000002
seasonal,,,
planning,,,
website,,,
actively,,,
mmcf,0.040833333333333395,-0.33374999999999994,2.7579166666666666
involves,,,
fine,,,
repay,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
marketable,0.6552380952380955,0.42404761904761906,-3.2354761904761915
propane,-2.4800000000000004,-1.2526666666666664,3.2966666666666673
immaterial,,,
sum,,,
integration,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
applying,,,
equatorial,0.12375000000000005,1.74625,-1.1475000000000002
successfully,,,
negotiated,,,
usa,-0.17803921568627468,-1.4174509803921567,-1.6762745098039216
call,,,
quote,-1.0255555555555558,-0.557222222222222,4.381666666666667
spill,,,
noted,,,
identification,,,
governance,,,
statute,,,
exclude,,,
brazil,-0.24307692307692344,-0.0726373626373627,-3.483626373626375
dilution,0.6181250000000003,-0.08000000000000013,-2.3675000000000006
remained,,,
begin,,,
inability,,,
speedway,-0.8688888888888892,0.390555555555555,3.712777777777778
indicative,,,
occurrence,,,
vie,1.4633333333333334,1.9649999999999999,9.042777777777777
renewable,0.41263157894736746,-1.0331578947368412,-6.2226315789473645
unvested,1.2021052631578937,3.766842105263157,2.3563157894736833
implemented,,,
seven,,,
finding,,,
tariff,-0.49777777777777726,0.33722222222222215,9.459444444444443
synthetic,0.3195604395604397,0.18450549450549458,2.808681318681319
counsel,,,
reason,,,
later,,,
initially,,,
northeast,-2.1922222222222225,-0.829444444444444,-0.22388888888888814
ad,0.44809523809523827,-0.7283333333333337,3.0550000000000006
pursue,,,
real,2.5284210526315785,1.6510526315789467,-0.05421052631579065
relation,,,
repaid,,,
generate,,,
contentsvalero,-2.52842105263158,-1.651052631578948,0.054210526315790306
free,,,
whole,,,
horizontal,2.8337499999999998,1.204375,-0.7300000000000001
republic,1.901978021978022,1.8438461538461541,0.02186813186813185
way,,,
exact,,,
difficult,,,
deficiency,,,
flexibility,,,
indirect,,,
ghg,-0.9144444444444442,-0.5294444444444444,4.109444444444444
achieved,,,
division,1.2547368421052627,1.5142105263157883,-3.348947368421051
provider,,,
effectively,,,
election,,,
every,,,
sfpp,-3.1022222222222227,-2.6816666666666666,-4.1483333333333325
elect,-0.5768421052631579,0.2931578947368419,9.219473684210527
manager,,,
cameron,-0.798,-0.7409999999999999,-5.537000000000001
liable,-1.1035294117647063,-2.240980392156864,-0.09196078431372409
anadarko,0.4056249999999999,-0.12999999999999964,1.1293749999999994
sweet,-0.16835164835164823,0.7141758241758243,5.028461538461539
utilizing,,,
research,3.3494736842105266,3.4299999999999997,7.91421052631579
methodology,,,
met,,,
pandemic,,,
safe,,,
surface,,,
give,3.065263157894735,-0.18052631578947387,-0.11736842105263139
omnibus,-1.0979999999999999,-0.6069999999999995,-0.519
defense,1.2547368421052627,1.5142105263157883,-3.348947368421051
modification,,,
exceeded,,,
implied,-1.4715789473684193,-3.401578947368419,-4.44368421052631
gp,-1.9240000000000004,-2.3689999999999998,-0.5609999999999998
merchandise,-0.9116666666666668,0.05458333333333335,1.6129166666666668
v,-0.36631578947368315,0.3457894736842101,8.703684210526314
geophysical,1.1837499999999999,0.7200000000000003,0.4075000000000004
hovensa,-3.0652631578947385,0.18052631578947412,0.11736842105263111
still,,,
bear,,,
exchange,-0.36631578947368315,0.3457894736842101,8.703684210526314
employed,,,
intrinsic,,,
h,-1.9506249999999992,-1.6799999999999997,-4.873749999999999
word,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
supreme,-1.6200000000000003,-0.801666666666666,6.826111111111111
heating,-1.5780392156862753,-1.8841176470588243,0.3315686274509802
telephone,,,
coal,1.2547368421052627,1.5142105263157883,-3.348947368421051
usx,1.050526315789474,1.812105263157896,8.096315789473694
economically,,,
punitive,-1.0853333333333335,-0.39666666666666656,0.6966666666666671
show,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
economy,,,
accountant,,,
performing,,,
retrospective,,,
distributed,,,
depends,,,
tank,0.6062745098039212,1.213921568627451,4.492352941176472
maintained,,,
enters,2.6968421052631575,1.0721052631578942,1.0615789473684203
warrant,,,
indicator,,,
serve,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
examination,,,
specifically,,,
heading,-0.786666666666667,-1.379444444444444,2.2150000000000003
wellbore,2.0864646464646457,2.5003030303030305,2.2861616161616154
expand,,,
needed,,,
compression,2.7577777777777777,1.4372222222222222,0.5316666666666657
exceeds,,,
detailed,,,
dii,0.36631578947368326,-0.3457894736842102,-8.703684210526317
furnished,,,
earned,,,
professional,,,
mature,-4.987368421052625,-2.422631578947365,-7.706842105263149
parent,,,
ten,,,
brought,,,
force,,,
et,-1.309333333333334,-1.1993333333333334,0.3420000000000007
el,-1.9304761904761913,-0.7759523809523808,2.1859523809523824
conventional,1.2547368421052627,1.5142105263157883,-3.348947368421051
mdl,-1.6220833333333338,-1.5266666666666673,-2.945416666666667
comparative,,,
challenge,,,
entire,,,
permitting,,,
pound,-0.19222222222222232,-1.1349999999999998,-0.2294444444444446
similarly,,,
qatar,1.8639999999999994,1.449,2.5250000000000004
broker,-1.6200000000000003,-0.801666666666666,6.826111111111111
undersigned,,,
regard,,,
stable,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
considering,,,
injection,2.7577777777777777,1.4372222222222222,0.5316666666666657
pas,-0.9200000000000002,-1.712777777777778,-1.490555555555556
duty,-0.587368421052631,-0.23315789473684193,-3.0436842105263144
proposal,,,
protect,,,
collection,,,
qualifying,,,
marcellus,0.9592156862745099,0.35901960784313736,0.9041176470588235
raw,-0.150625,-1.3174999999999994,-4.026874999999999
convenience,-0.6123076923076923,-0.8770329670329673,1.0900000000000003
eight,,,
determinable,,,
ranging,,,
concern,,,
utilizes,1.2547368421052627,1.5142105263157883,-3.348947368421051
building,,,
enhance,,,
liquidation,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
interactive,,,
winter,,,
wireline,1.0780952380952387,1.2330952380952385,-2.847857142857144
thereafter,,,
ohio,-0.1976470588235296,-0.1468627450980393,4.359019607843139
electricity,-3.6255555555555548,-1.979444444444444,-6.068333333333334
judge,-0.2412500000000001,-0.2393749999999997,2.9887500000000005
intends,,,
expires,,,
knowledge,,,
obtaining,,,
sequentially,0.4633333333333333,1.8837499999999996,-0.7370833333333339
replace,,,
excise,-0.38588235294117684,1.6021568627450982,2.7707843137254913
unrest,2.402222222222222,3.798333333333333,5.420555555555555
capability,-4.987368421052625,-2.422631578947365,-7.706842105263149
managed,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
retain,,,
monitoring,,,
liquefied,-1.7819607843137264,-1.1782352941176468,-1.0919607843137253
occurs,,,
intrastate,-0.4958241758241761,-1.1583516483516485,1.3119780219780224
tanker,-1.8537499999999998,0.09187500000000022,0.0231249999999998
valorem,0.02989898989898999,-0.7198989898989898,2.078080808080808
better,,,
sustained,,,
establishes,,,
sanction,2.402222222222222,3.798333333333333,5.420555555555555
negotiation,1.2547368421052627,1.5142105263157883,-3.348947368421051
billing,1.3149999999999995,-1.314375,-0.7518749999999994
whose,,,
vlo,-2.52842105263158,-1.651052631578948,0.054210526315790306
subsea,0.11791666666666673,2.143333333333333,-0.2587500000000007
obligated,-2.3088888888888888,-1.6572222222222215,-0.04055555555555565
pump,-0.9759999999999996,-1.6580000000000001,-4.871333333333334
fairly,,,
invested,,,
aruba,-1.03,-1.026111111111111,-4.8372222222222225
beneficiary,-1.2977777777777777,-0.5461111111111111,2.8649999999999993
changing,,,
computed,-2.492631578947368,-1.812105263157893,3.7142105263157883
shipper,-0.5002197802197803,-0.6814285714285714,3.53835164835165
fall,,,
transported,-1.4256249999999995,-0.7487499999999996,6.151249999999998
establishing,,,
caption,-2.492631578947368,-1.812105263157893,3.7142105263157883
monthly,,,
k,-1.4715789473684193,-3.401578947368419,-4.44368421052631
electric,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
thermal,,,
bit,2.050833333333333,2.010833333333333,0.008749999999999772
partial,,,
footnote,,,
treating,0.9306249999999997,0.12937499999999968,1.5606249999999997
residual,,,
conform,,,
map,0.8209523809523811,1.7926190476190482,4.1330952380952395
expanded,,,
back,,,
aplng,0.587368421052632,0.23315789473684242,3.0436842105263184
internally,,,
doubtful,,,
petition,-1.6200000000000003,-0.801666666666666,6.826111111111111
concentration,,,
tubing,2.111428571428572,1.6569047619047623,-1.538333333333334
markwest,-2.6773333333333333,-3.5206666666666666,-4.747333333333333
illinois,-1.0106666666666668,-1.2473333333333332,1.416666666666668
offered,,,
preliminary,,,
acquiring,,,
port,-4.987368421052625,-2.422631578947365,-7.706842105263149
comparability,-1.9977777777777774,0.7094444444444449,-2.823888888888888
pdvsa,-0.23164835164835162,-0.12956043956043936,-1.0042857142857144
receives,,,
arise,-0.5768421052631579,0.2931578947368419,9.219473684210527
superfund,-0.460659340659341,-1.0352747252747254,0.740549450549451
impose,,,
assigned,,,
initiated,,,
withholding,3.065263157894735,-0.18052631578947387,-0.11736842105263139
multiclient,0.576842105263158,-0.29315789473684195,-9.219473684210527
eliminated,,,
collectively,,,
restoration,0.5239215686274505,1.12764705882353,2.6570588235294124
construct,,,
variance,-0.16312500000000013,-0.433125,1.7575
workover,1.518125,0.8575000000000003,-0.9675000000000006
exit,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
upgrade,,,
criminal,1.9966666666666668,1.6705555555555556,-1.7961111111111114
denied,-2.492631578947368,-1.812105263157893,3.7142105263157883
extensive,,,
invest,,,
conformity,,,
accrue,-1.4977777777777774,-2.507222222222222,-2.8294444444444435
sector,,,
impacting,,,
prospective,,,
lack,,,
turn,,,
influence,,,
retired,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
step,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
administration,,,
contentsindex,0.1144444444444443,0.9961111111111115,4.112777777777777
money,-2.0366666666666666,-1.668333333333333,1.4761111111111105
indicates,,,
pumping,1.7737499999999995,0.7712499999999998,-2.4433333333333334
wide,,,
establish,,,
governing,,,
endedseptember,,,
enterprise,,,
unamortized,,,
inspection,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
sars,2.1840000000000006,1.5929999999999995,3.785
published,,,
feature,,,
software,,,
underground,0.7411111111111113,0.031666666666666544,-2.2461111111111105
ocean,-0.4682352941176472,1.115882352941177,-2.0135294117647065
exercisable,,,
vigorously,1.2547368421052627,1.5142105263157883,-3.348947368421051
size,,,
irs,3.065263157894735,-0.18052631578947387,-0.11736842105263139
opec,-3.6255555555555548,-1.979444444444444,-6.068333333333334
formed,,,
intention,,,
supported,,,
iraq,0.7369696969696967,1.5689898989898987,-0.34414141414141447
estate,,,
unknown,,,
expose,-1.4715789473684193,-3.401578947368419,-4.44368421052631
implement,,,
dioxide,0.41263157894736746,-1.0331578947368412,-6.2226315789473645
face,,,
crack,-0.2298989898989901,-0.6336363636363638,-1.1508080808080807
malaysia,-0.18400000000000008,0.17299999999999993,-2.2070000000000007
rise,,,
enhanced,,,
intersegmenteliminationmember,-1.8210989010989016,-1.9495604395604393,-2.0550549450549456
decree,-0.6811111111111117,1.0316666666666674,3.2038888888888892
adopt,,,
realize,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
intent,,,
peer,,,
optimization,-2.2144444444444438,0.8205555555555558,-0.12944444444444433
belvieu,-1.5447619047619052,-1.6235714285714289,2.1192857142857155
ebda,-3.3494736842105266,-3.4299999999999997,-7.91421052631579
logistics,-1.474666666666667,-1.0766666666666664,-5.225999999999999
thus,,,
scott,0.15958333333333347,-0.3420833333333335,-1.1545833333333335
corporationnotes,1.3074509803921566,0.9625490196078428,5.907647058823532
duration,,,
mandatory,,,
acceptable,,,
cabot,2.2144444444444438,-0.8205555555555555,0.12944444444444447
constraint,,,
vlp,-2.52842105263158,-1.651052631578948,0.054210526315790306
commoditycontractmember,-0.1495238095238095,1.1050000000000004,8.16452380952381
led,,,
methane,,,
thereunto,-0.36631578947368315,0.3457894736842101,8.703684210526314
reliable,,,
partly,-0.41380952380952435,-0.3688095238095239,-1.4997619047619055
disposed,,,
reimbursement,,,
